mention_id,doc_id,sentence_id,product_canonical,alias_matched,start_char,end_char,match_method
med:pmid:41296625:sec:conclusion:sent:10:enalapril:39-43,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:10,enalapril,ACEi,39,43,regex
med:pmid:41296625:sec:conclusion:sent:10:sacubitril_valsartan:48-52,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:10,sacubitril_valsartan,ARNI,48,52,regex
med:pmid:41296625:sec:conclusion:sent:11:enalapril:53-57,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:11,enalapril,ACEi,53,57,regex
med:pmid:41296625:sec:conclusion:sent:11:sacubitril_valsartan:62-66,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:11,sacubitril_valsartan,ARNI,62,66,regex
med:pmid:41287294:sec:abstract:sent:5:enalapril:141-145,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:5,enalapril,ACEI,141,145,regex
med:pmid:41287294:sec:abstract:sent:5:sacubitril_valsartan:228-232,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:5,sacubitril_valsartan,ARNI,228,232,regex
med:pmid:41287294:sec:abstract:sent:9:enalapril:122-126,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:9,enalapril,ACEI,122,126,regex
med:pmid:41287294:sec:abstract:sent:9:sacubitril_valsartan:131-135,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:9,sacubitril_valsartan,ARNI,131,135,regex
med:pmid:41287294:sec:abstract:sent:14:enalapril:95-99,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:14,enalapril,ACEI,95,99,regex
med:pmid:41287294:sec:abstract:sent:14:sacubitril_valsartan:104-108,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:14,sacubitril_valsartan,ARNI,104,108,regex
med:pmid:41287294:sec:abstract:sent:15:enalapril:135-139,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:15,enalapril,ACEI,135,139,regex
med:pmid:41287294:sec:abstract:sent:15:sacubitril_valsartan:144-148,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:15,sacubitril_valsartan,ARNI,144,148,regex
med:pmid:41249923:sec:results:sent:12:enalapril:76-80,med:pmid:41249923,med:pmid:41249923:sec:results:sent:12,enalapril,ACEi,76,80,regex
med:pmid:41249923:sec:results:sent:12:sacubitril_valsartan:85-89,med:pmid:41249923,med:pmid:41249923:sec:results:sent:12,sacubitril_valsartan,ARNI,85,89,regex
med:pmid:41249923:sec:results:sent:13:sacubitril_valsartan:133-137,med:pmid:41249923,med:pmid:41249923:sec:results:sent:13,sacubitril_valsartan,ARNI,133,137,regex
med:pmid:41249923:sec:results:sent:14:enalapril:53-57,med:pmid:41249923,med:pmid:41249923:sec:results:sent:14,enalapril,ACEi,53,57,regex
med:pmid:41249923:sec:results:sent:14:sacubitril_valsartan:62-66,med:pmid:41249923,med:pmid:41249923:sec:results:sent:14,sacubitril_valsartan,ARNI,62,66,regex
med:pmid:41249923:sec:results:sent:16:enalapril:92-96,med:pmid:41249923,med:pmid:41249923:sec:results:sent:16,enalapril,ACEi,92,96,regex
med:pmid:41249923:sec:results:sent:16:sacubitril_valsartan:101-105,med:pmid:41249923,med:pmid:41249923:sec:results:sent:16,sacubitril_valsartan,ARNI,101,105,regex
med:pmid:41151613:sec:abstract:sent:2:sacubitril_valsartan:153-173,med:pmid:41151613,med:pmid:41151613:sec:abstract:sent:2,sacubitril_valsartan,sacubitril/valsartan,153,173,regex
med:pmid:41151613:sec:abstract:sent:2:enalapril:181-194,med:pmid:41151613,med:pmid:41151613:sec:abstract:sent:2,enalapril,ACE inhibitor,181,194,regex
med:pmid:41084891:sec:results:sent:7:sacubitril_valsartan:72-76,med:pmid:41084891,med:pmid:41084891:sec:results:sent:7,sacubitril_valsartan,ARNI,72,76,regex
med:pmid:41084891:sec:results:sent:7:enalapril:121-125,med:pmid:41084891,med:pmid:41084891:sec:results:sent:7,enalapril,ACEI,121,125,regex
med:pmid:41084891:sec:results:sent:8:sacubitril_valsartan:0-4,med:pmid:41084891,med:pmid:41084891:sec:results:sent:8,sacubitril_valsartan,ARNI,0,4,regex
med:pmid:41084891:sec:results:sent:8:enalapril:5-9,med:pmid:41084891,med:pmid:41084891:sec:results:sent:8,enalapril,ACEI,5,9,regex
med:pmid:41084891:sec:results:sent:9:sacubitril_valsartan:72-76,med:pmid:41084891,med:pmid:41084891:sec:results:sent:9,sacubitril_valsartan,ARNI,72,76,regex
med:pmid:41084891:sec:results:sent:9:enalapril:77-81,med:pmid:41084891,med:pmid:41084891:sec:results:sent:9,enalapril,ACEI,77,81,regex
med:pmid:41016569:sec:title:sent:0:sacubitril_valsartan:6-26,med:pmid:41016569,med:pmid:41016569:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,6,26,regex
med:pmid:41016569:sec:introduction:sent:1:sacubitril_valsartan:75-79,med:pmid:41016569,med:pmid:41016569:sec:introduction:sent:1,sacubitril_valsartan,ARNI,75,79,regex
med:pmid:41016569:sec:introduction:sent:1:enalapril:161-165,med:pmid:41016569,med:pmid:41016569:sec:introduction:sent:1,enalapril,ACEI,161,165,regex
med:pmid:41016569:sec:methods:sent:2:sacubitril_valsartan:43-47,med:pmid:41016569,med:pmid:41016569:sec:methods:sent:2,sacubitril_valsartan,ARNI,43,47,regex
med:pmid:41016569:sec:methods:sent:2:enalapril:61-65,med:pmid:41016569,med:pmid:41016569:sec:methods:sent:2,enalapril,ACEI,61,65,regex
med:pmid:41016569:sec:results:sent:4:sacubitril_valsartan:4-8,med:pmid:41016569,med:pmid:41016569:sec:results:sent:4,sacubitril_valsartan,ARNI,4,8,regex
med:pmid:41016569:sec:results:sent:4:enalapril:145-149,med:pmid:41016569,med:pmid:41016569:sec:results:sent:4,enalapril,ACEI,145,149,regex
med:pmid:41016569:sec:results:sent:5:sacubitril_valsartan:172-176,med:pmid:41016569,med:pmid:41016569:sec:results:sent:5,sacubitril_valsartan,ARNI,172,176,regex
med:pmid:41016569:sec:results:sent:6:sacubitril_valsartan:0-4,med:pmid:41016569,med:pmid:41016569:sec:results:sent:6,sacubitril_valsartan,ARNI,0,4,regex
med:pmid:41016569:sec:conclusion:sent:7:enalapril:14-18,med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:7,enalapril,ACEI,14,18,regex
med:pmid:41016569:sec:conclusion:sent:7:sacubitril_valsartan:24-28,med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:7,sacubitril_valsartan,ARNI,24,28,regex
med:pmid:41016569:sec:conclusion:sent:8:sacubitril_valsartan:14-18,med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:8,sacubitril_valsartan,ARNI,14,18,regex
med:pmid:40993994:sec:results:sent:4:sacubitril_valsartan:131-135,med:pmid:40993994,med:pmid:40993994:sec:results:sent:4,sacubitril_valsartan,ARNI,131,135,regex
med:pmid:40993994:sec:results:sent:4:enalapril:384-388,med:pmid:40993994,med:pmid:40993994:sec:results:sent:4,enalapril,ACEI,384,388,regex
med:pmid:40993994:sec:results:sent:5:sacubitril_valsartan:85-89,med:pmid:40993994,med:pmid:40993994:sec:results:sent:5,sacubitril_valsartan,ARNI,85,89,regex
med:pmid:40993994:sec:results:sent:5:enalapril:195-199,med:pmid:40993994,med:pmid:40993994:sec:results:sent:5,enalapril,ACEI,195,199,regex
med:pmid:40849246:sec:title:sent:0:sacubitril_valsartan:37-57,med:pmid:40849246,med:pmid:40849246:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,37,57,regex
med:pmid:40849246:sec:introduction:sent:3:sacubitril_valsartan:106-126,med:pmid:40849246,med:pmid:40849246:sec:introduction:sent:3,sacubitril_valsartan,sacubitril/valsartan,106,126,regex
med:pmid:40849246:sec:introduction:sent:5:sacubitril_valsartan:15-35,med:pmid:40849246,med:pmid:40849246:sec:introduction:sent:5,sacubitril_valsartan,sacubitril/valsartan,15,35,regex
med:pmid:40849246:sec:introduction:sent:5:enalapril:98-107,med:pmid:40849246,med:pmid:40849246:sec:introduction:sent:5,enalapril,enalapril,98,107,regex
med:pmid:40849246:sec:results:sent:8:sacubitril_valsartan:72-92,med:pmid:40849246,med:pmid:40849246:sec:results:sent:8,sacubitril_valsartan,sacubitril/valsartan,72,92,regex
med:pmid:40849246:sec:results:sent:8:enalapril:179-188,med:pmid:40849246,med:pmid:40849246:sec:results:sent:8,enalapril,enalapril,179,188,regex
med:pmid:40849246:sec:results:sent:8:sacubitril_valsartan:300-320,med:pmid:40849246,med:pmid:40849246:sec:results:sent:8,sacubitril_valsartan,sacubitril/valsartan,300,320,regex
med:pmid:40849246:sec:conclusion:sent:9:sacubitril_valsartan:31-51,med:pmid:40849246,med:pmid:40849246:sec:conclusion:sent:9,sacubitril_valsartan,sacubitril/valsartan,31,51,regex
med:pmid:40839760:sec:title:sent:0:sacubitril_valsartan:0-20,med:pmid:40839760,med:pmid:40839760:sec:title:sent:0,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:40839760:sec:introduction:sent:1:sacubitril_valsartan:189-209,med:pmid:40839760,med:pmid:40839760:sec:introduction:sent:1,sacubitril_valsartan,sacubitril/valsartan,189,209,regex
med:pmid:40839760:sec:results:sent:5:sacubitril_valsartan:117-137,med:pmid:40839760,med:pmid:40839760:sec:results:sent:5,sacubitril_valsartan,sacubitril/valsartan,117,137,regex
med:pmid:40839760:sec:results:sent:5:enalapril:142-151,med:pmid:40839760,med:pmid:40839760:sec:results:sent:5,enalapril,enalapril,142,151,regex
med:pmid:40839760:sec:results:sent:8:sacubitril_valsartan:34-54,med:pmid:40839760,med:pmid:40839760:sec:results:sent:8,sacubitril_valsartan,sacubitril/valsartan,34,54,regex
med:pmid:40839760:sec:results:sent:9:sacubitril_valsartan:0-20,med:pmid:40839760,med:pmid:40839760:sec:results:sent:9,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:40839760:sec:conclusion:sent:11:sacubitril_valsartan:0-20,med:pmid:40839760,med:pmid:40839760:sec:conclusion:sent:11,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:40788620:sec:results:sent:3:enalapril:267-271,med:pmid:40788620,med:pmid:40788620:sec:results:sent:3,enalapril,ACEI,267,271,regex
med:pmid:40788620:sec:results:sent:3:sacubitril_valsartan:276-280,med:pmid:40788620,med:pmid:40788620:sec:results:sent:3,sacubitril_valsartan,ARNI,276,280,regex
med:pmid:40788620:sec:results:sent:5:enalapril:210-214,med:pmid:40788620,med:pmid:40788620:sec:results:sent:5,enalapril,ACEI,210,214,regex
med:pmid:40788620:sec:results:sent:5:sacubitril_valsartan:219-223,med:pmid:40788620,med:pmid:40788620:sec:results:sent:5,sacubitril_valsartan,ARNI,219,223,regex
med:pmid:41136931:sec:results:sent:9:enalapril:76-80,med:pmid:41136931,med:pmid:41136931:sec:results:sent:9,enalapril,ACEI,76,80,regex
med:pmid:41136931:sec:results:sent:9:sacubitril_valsartan:85-89,med:pmid:41136931,med:pmid:41136931:sec:results:sent:9,sacubitril_valsartan,ARNI,85,89,regex
med:pmid:40769236:sec:introduction:sent:2:enalapril:124-138,med:pmid:40769236,med:pmid:40769236:sec:introduction:sent:2,enalapril,ACE inhibitors,124,138,regex
med:pmid:40769236:sec:introduction:sent:2:enalapril:140-145,med:pmid:40769236,med:pmid:40769236:sec:introduction:sent:2,enalapril,ACEIs,140,145,regex
med:pmid:40769236:sec:introduction:sent:2:sacubitril_valsartan:196-201,med:pmid:40769236,med:pmid:40769236:sec:introduction:sent:2,sacubitril_valsartan,ARNIs,196,201,regex
med:pmid:40769236:sec:results:sent:8:sacubitril_valsartan:74-79,med:pmid:40769236,med:pmid:40769236:sec:results:sent:8,sacubitril_valsartan,ARNIs,74,79,regex
med:pmid:40769236:sec:conclusion:sent:10:enalapril:71-76,med:pmid:40769236,med:pmid:40769236:sec:conclusion:sent:10,enalapril,ACEIs,71,76,regex
med:pmid:40769236:sec:conclusion:sent:10:sacubitril_valsartan:82-87,med:pmid:40769236,med:pmid:40769236:sec:conclusion:sent:10,sacubitril_valsartan,ARNIs,82,87,regex
med:pmid:40679772:sec:results:sent:11:enalapril:178-182,med:pmid:40679772,med:pmid:40679772:sec:results:sent:11,enalapril,ACEI,178,182,regex
med:pmid:40679772:sec:results:sent:11:sacubitril_valsartan:187-191,med:pmid:40679772,med:pmid:40679772:sec:results:sent:11,sacubitril_valsartan,ARNI,187,191,regex
med:pmid:40470816:sec:results:sent:5:enalapril:69-73,med:pmid:40470816,med:pmid:40470816:sec:results:sent:5,enalapril,ACEi,69,73,regex
med:pmid:40470816:sec:results:sent:5:sacubitril_valsartan:157-161,med:pmid:40470816,med:pmid:40470816:sec:results:sent:5,sacubitril_valsartan,ARNi,157,161,regex
med:pmid:40470816:sec:results:sent:8:enalapril:60-64,med:pmid:40470816,med:pmid:40470816:sec:results:sent:8,enalapril,ACEi,60,64,regex
med:pmid:40470816:sec:results:sent:8:sacubitril_valsartan:69-73,med:pmid:40470816,med:pmid:40470816:sec:results:sent:8,sacubitril_valsartan,ARNi,69,73,regex
med:pmid:41070303:sec:title:sent:0:sacubitril_valsartan:67-87,med:pmid:41070303,med:pmid:41070303:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,67,87,regex
med:pmid:41070303:sec:title:sent:0:enalapril:91-100,med:pmid:41070303,med:pmid:41070303:sec:title:sent:0,enalapril,enalapril,91,100,regex
med:pmid:41070303:sec:introduction:sent:2:sacubitril_valsartan:66-86,med:pmid:41070303,med:pmid:41070303:sec:introduction:sent:2,sacubitril_valsartan,sacubitril/valsartan,66,86,regex
med:pmid:41070303:sec:introduction:sent:2:enalapril:110-119,med:pmid:41070303,med:pmid:41070303:sec:introduction:sent:2,enalapril,enalapril,110,119,regex
med:pmid:41070303:sec:methods:sent:4:sacubitril_valsartan:84-104,med:pmid:41070303,med:pmid:41070303:sec:methods:sent:4,sacubitril_valsartan,sacubitril/valsartan,84,104,regex
med:pmid:41070303:sec:methods:sent:4:enalapril:120-129,med:pmid:41070303,med:pmid:41070303:sec:methods:sent:4,enalapril,enalapril,120,129,regex
med:pmid:41070303:sec:results:sent:7:sacubitril_valsartan:42-62,med:pmid:41070303,med:pmid:41070303:sec:results:sent:7,sacubitril_valsartan,sacubitril/valsartan,42,62,regex
med:pmid:41070303:sec:results:sent:7:enalapril:106-115,med:pmid:41070303,med:pmid:41070303:sec:results:sent:7,enalapril,enalapril,106,115,regex
med:pmid:41070303:sec:results:sent:8:sacubitril_valsartan:80-100,med:pmid:41070303,med:pmid:41070303:sec:results:sent:8,sacubitril_valsartan,sacubitril/valsartan,80,100,regex
med:pmid:41070303:sec:results:sent:8:enalapril:167-176,med:pmid:41070303,med:pmid:41070303:sec:results:sent:8,enalapril,enalapril,167,176,regex
med:pmid:41070303:sec:conclusion:sent:10:sacubitril_valsartan:19-39,med:pmid:41070303,med:pmid:41070303:sec:conclusion:sent:10,sacubitril_valsartan,sacubitril/valsartan,19,39,regex
med:pmid:41070303:sec:conclusion:sent:10:enalapril:115-124,med:pmid:41070303,med:pmid:41070303:sec:conclusion:sent:10,enalapril,enalapril,115,124,regex
med:pmid:41049960:sec:introduction:sent:1:enalapril:167-171,med:pmid:41049960,med:pmid:41049960:sec:introduction:sent:1,enalapril,ACEI,167,171,regex
med:pmid:41049960:sec:introduction:sent:1:sacubitril_valsartan:209-251,med:pmid:41049960,med:pmid:41049960:sec:introduction:sent:1,sacubitril_valsartan,angiotensin receptor neprilysin inhibitors,209,251,regex
med:pmid:41049960:sec:introduction:sent:1:sacubitril_valsartan:253-257,med:pmid:41049960,med:pmid:41049960:sec:introduction:sent:1,sacubitril_valsartan,ARNI,253,257,regex
med:pmid:41049960:sec:methods:sent:6:enalapril:84-88,med:pmid:41049960,med:pmid:41049960:sec:methods:sent:6,enalapril,ACEI,84,88,regex
med:pmid:41049960:sec:methods:sent:6:sacubitril_valsartan:93-97,med:pmid:41049960,med:pmid:41049960:sec:methods:sent:6,sacubitril_valsartan,ARNI,93,97,regex
med:pmid:41049960:sec:results:sent:8:enalapril:111-115,med:pmid:41049960,med:pmid:41049960:sec:results:sent:8,enalapril,ACEI,111,115,regex
med:pmid:41049960:sec:results:sent:8:sacubitril_valsartan:120-124,med:pmid:41049960,med:pmid:41049960:sec:results:sent:8,sacubitril_valsartan,ARNI,120,124,regex
med:pmid:41049960:sec:results:sent:12:enalapril:43-47,med:pmid:41049960,med:pmid:41049960:sec:results:sent:12,enalapril,ACEI,43,47,regex
med:pmid:41049960:sec:results:sent:12:sacubitril_valsartan:52-56,med:pmid:41049960,med:pmid:41049960:sec:results:sent:12,sacubitril_valsartan,ARNI,52,56,regex
med:pmid:41007826:sec:title:sent:0:sacubitril_valsartan:10-30,med:pmid:41007826,med:pmid:41007826:sec:title:sent:0,sacubitril_valsartan,Sacubitril/Valsartan,10,30,regex
med:pmid:41007826:sec:title:sent:0:sacubitril_valsartan:32-36,med:pmid:41007826,med:pmid:41007826:sec:title:sent:0,sacubitril_valsartan,ARNI,32,36,regex
med:pmid:41007826:sec:title:sent:0:enalapril:52-56,med:pmid:41007826,med:pmid:41007826:sec:title:sent:0,enalapril,ACEI,52,56,regex
med:pmid:41007826:sec:introduction:sent:1:sacubitril_valsartan:43-47,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:1,sacubitril_valsartan,ARNI,43,47,regex
med:pmid:41007826:sec:introduction:sent:1:enalapril:160-164,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:1,enalapril,ACEI,160,164,regex
med:pmid:41007826:sec:introduction:sent:1:sacubitril_valsartan:372-376,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:1,sacubitril_valsartan,ARNI,372,376,regex
med:pmid:41007826:sec:introduction:sent:2:sacubitril_valsartan:16-20,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:2,sacubitril_valsartan,ARNI,16,20,regex
med:pmid:41007826:sec:introduction:sent:2:enalapril:46-50,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:2,enalapril,ACEI,46,50,regex
med:pmid:41007826:sec:introduction:sent:5:sacubitril_valsartan:56-60,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:5,sacubitril_valsartan,ARNI,56,60,regex
med:pmid:41007826:sec:introduction:sent:5:enalapril:65-69,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:5,enalapril,ACEI,65,69,regex
med:pmid:41007826:sec:introduction:sent:6:sacubitril_valsartan:19-23,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:6,sacubitril_valsartan,ARNI,19,23,regex
med:pmid:41007826:sec:introduction:sent:7:sacubitril_valsartan:21-25,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:7,sacubitril_valsartan,ARNI,21,25,regex
med:pmid:41007826:sec:introduction:sent:7:enalapril:30-34,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:7,enalapril,ACEI,30,34,regex
med:pmid:41007826:sec:introduction:sent:9:sacubitril_valsartan:216-220,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:9,sacubitril_valsartan,ARNI,216,220,regex
med:pmid:41007826:sec:introduction:sent:10:sacubitril_valsartan:194-198,med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:10,sacubitril_valsartan,ARNI,194,198,regex
