doc_id,sentence_id,product_a,product_b,count
med:pmid:41151613,med:pmid:41151613:sec:abstract:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:41084891,med:pmid:41084891:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:41084891,med:pmid:41084891:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:41084891,med:pmid:41084891:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:41016569,med:pmid:41016569:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:41016569,med:pmid:41016569:sec:methods:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:41016569,med:pmid:41016569:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:40993994,med:pmid:40993994:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40993994,med:pmid:40993994:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40849246,med:pmid:40849246:sec:introduction:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40849246,med:pmid:40849246:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40839760,med:pmid:40839760:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40788620,med:pmid:40788620:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:40788620,med:pmid:40788620:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:41136931,med:pmid:41136931:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40769236,med:pmid:40769236:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40769236,med:pmid:40769236:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:40679772,med:pmid:40679772:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:40470816,med:pmid:40470816:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40470816,med:pmid:40470816:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:methods:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:41070303,med:pmid:41070303:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:41049960,med:pmid:41049960:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:41049960,med:pmid:41049960:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:41049960,med:pmid:41049960:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:41049960,med:pmid:41049960:sec:results:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:40981086,med:pmid:40981086:sec:abstract:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:40981086,med:pmid:40981086:sec:abstract:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:40916703,med:pmid:40916703:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:40916703,med:pmid:40916703:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40916703,med:pmid:40916703:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40908036,med:pmid:40908036:sec:abstract:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:methods:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39497472,med:pmid:39497472:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:40869719,med:pmid:40869719:sec:abstract:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40835081,med:pmid:40835081:sec:abstract:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40755965,med:pmid:40755965:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:40542996,med:pmid:40542996:sec:results:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:40450497,med:pmid:40450497:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40397431,med:pmid:40397431:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:40397431,med:pmid:40397431:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:40397431,med:pmid:40397431:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40397431,med:pmid:40397431:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40353367,med:pmid:40353367:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40353367,med:pmid:40353367:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40353367,med:pmid:40353367:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40353367,med:pmid:40353367:sec:discussion:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40353367,med:pmid:40353367:sec:discussion:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:40302030,med:pmid:40302030:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40302030,med:pmid:40302030:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:40232857,med:pmid:40232857:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39792134,med:pmid:39792134:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:39792134,med:pmid:39792134:sec:results:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40660106,med:pmid:40660106:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40543460,med:pmid:40543460:sec:methods:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40319618,med:pmid:40319618:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40319618,med:pmid:40319618:sec:methods:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40319618,med:pmid:40319618:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40319618,med:pmid:40319618:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:40188960,med:pmid:40188960:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:40188960,med:pmid:40188960:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40540017,med:pmid:40540017:sec:abstract:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40540017,med:pmid:40540017:sec:abstract:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40418165,med:pmid:40418165:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40418165,med:pmid:40418165:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:40268473,med:pmid:40268473:sec:results:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39888167,med:pmid:39888167:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39888167,med:pmid:39888167:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39888167,med:pmid:39888167:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39888167,med:pmid:39888167:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39888167,med:pmid:39888167:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39829077,med:pmid:39829077:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39829077,med:pmid:39829077:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39829077,med:pmid:39829077:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:40486108,med:pmid:40486108:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40486108,med:pmid:40486108:sec:methods:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40486108,med:pmid:40486108:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40389107,med:pmid:40389107:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40265590,med:pmid:40265590:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40265590,med:pmid:40265590:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:40265590,med:pmid:40265590:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40265590,med:pmid:40265590:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39563094,med:pmid:39563094:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39563094,med:pmid:39563094:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39563094,med:pmid:39563094:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:40718065,med:pmid:40718065:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40718065,med:pmid:40718065:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40718065,med:pmid:40718065:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:40385266,med:pmid:40385266:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:40295134,med:pmid:40295134:sec:introduction:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40283370,med:pmid:40283370:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40266448,med:pmid:40266448:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:40266448,med:pmid:40266448:sec:methods:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:40266448,med:pmid:40266448:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:40261428,med:pmid:40261428:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40091512,med:pmid:40091512:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40091512,med:pmid:40091512:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:38811344,med:pmid:38811344:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:38811344,med:pmid:38811344:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:38811344,med:pmid:38811344:sec:conclusion:sent:14,enalapril,sacubitril_valsartan,1
med:pmid:38811344,med:pmid:38811344:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:40063170,med:pmid:40063170:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:40063170,med:pmid:40063170:sec:results:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39983618,med:pmid:39983618:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39970741,med:pmid:39970741:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:39939202,med:pmid:39939202:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39939202,med:pmid:39939202:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39939202,med:pmid:39939202:sec:results:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39661383,med:pmid:39661383:sec:introduction:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39661383,med:pmid:39661383:sec:introduction:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39661383,med:pmid:39661383:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39661383,med:pmid:39661383:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39661383,med:pmid:39661383:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39318024,med:pmid:39318024:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39318024,med:pmid:39318024:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:introduction:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39284545,med:pmid:39284545:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40115097,med:pmid:40115097:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:40115097,med:pmid:40115097:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39922597,med:pmid:39922597:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39922597,med:pmid:39922597:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39922597,med:pmid:39922597:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39571389,med:pmid:39571389:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39327768,med:pmid:39327768:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:41126807,med:pmid:41126807:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:41126807,med:pmid:41126807:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:41126807,med:pmid:41126807:sec:results:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:41126807,med:pmid:41126807:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:41080832,med:pmid:41080832:sec:abstract:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:41079587,med:pmid:41079587:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:41079587,med:pmid:41079587:sec:methods:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:41079587,med:pmid:41079587:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:41079587,med:pmid:41079587:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:41079061,med:pmid:41079061:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:41079061,med:pmid:41079061:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40873622,med:pmid:40873622:sec:methods:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40873622,med:pmid:40873622:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:40873622,med:pmid:40873622:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:40791946,med:pmid:40791946:sec:results:sent:14,enalapril,sacubitril_valsartan,1
med:pmid:40727001,med:pmid:40727001:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40575771,med:pmid:40575771:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:40463763,med:pmid:40463763:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:40463763,med:pmid:40463763:sec:introduction:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:40463763,med:pmid:40463763:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:40463763,med:pmid:40463763:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40463763,med:pmid:40463763:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:40332281,med:pmid:40332281:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:40332281,med:pmid:40332281:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:40332281,med:pmid:40332281:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:40332281,med:pmid:40332281:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:40255655,med:pmid:40255655:sec:results:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:40255655,med:pmid:40255655:sec:results:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:39864551,med:pmid:39864551:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39719408,med:pmid:39719408:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39439294,med:pmid:39439294:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39387766,med:pmid:39387766:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39387766,med:pmid:39387766:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:1,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:14,enalapril,sacubitril_valsartan,1
med:pmid:39622578,med:pmid:39622578:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39620289,med:pmid:39620289:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:39620289,med:pmid:39620289:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39455534,med:pmid:39455534:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39412629,med:pmid:39412629:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39720381,med:pmid:39720381:sec:abstract:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39602121,med:pmid:39602121:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39602121,med:pmid:39602121:sec:results:sent:13,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:methods:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:methods:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:results:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39319469,med:pmid:39319469:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39210725,med:pmid:39210725:sec:introduction:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39210725,med:pmid:39210725:sec:methods:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:37861303,med:pmid:37861303:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:37043670,med:pmid:37043670:sec:abstract:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:37043670,med:pmid:37043670:sec:abstract:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:methods:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39320292,med:pmid:39320292:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39110471,med:pmid:39110471:sec:abstract:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:38842957,med:pmid:38842957:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:38330576,med:pmid:38330576:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:38330576,med:pmid:38330576:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:38330576,med:pmid:38330576:sec:conclusion:sent:18,enalapril,sacubitril_valsartan,1
med:pmid:39404722,med:pmid:39404722:sec:results:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39404722,med:pmid:39404722:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39352849,med:pmid:39352849:sec:abstract:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:results:sent:9,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:results:sent:10,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:results:sent:11,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:results:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:39264627,med:pmid:39264627:sec:conclusion:sent:14,enalapril,sacubitril_valsartan,1
med:pmid:39262640,med:pmid:39262640:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39262640,med:pmid:39262640:sec:results:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39260836,med:pmid:39260836:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:4,enalapril,sacubitril_valsartan,1
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39220717,med:pmid:39220717:sec:results:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39220717,med:pmid:39220717:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:39186181,med:pmid:39186181:sec:introduction:sent:2,enalapril,sacubitril_valsartan,1
med:pmid:39186181,med:pmid:39186181:sec:methods:sent:5,enalapril,sacubitril_valsartan,1
med:pmid:39111953,med:pmid:39111953:sec:title:sent:0,enalapril,sacubitril_valsartan,1
med:pmid:39111953,med:pmid:39111953:sec:abstract:sent:3,enalapril,sacubitril_valsartan,1
med:pmid:39111953,med:pmid:39111953:sec:abstract:sent:7,enalapril,sacubitril_valsartan,1
med:pmid:38783593,med:pmid:38783593:sec:results:sent:8,enalapril,sacubitril_valsartan,1
med:pmid:38783593,med:pmid:38783593:sec:results:sent:12,enalapril,sacubitril_valsartan,1
med:pmid:38783593,med:pmid:38783593:sec:results:sent:15,enalapril,sacubitril_valsartan,1
med:pmid:38783593,med:pmid:38783593:sec:conclusion:sent:17,enalapril,sacubitril_valsartan,1
med:pmid:38639469,med:pmid:38639469:sec:results:sent:6,enalapril,sacubitril_valsartan,1
med:pmid:38639469,med:pmid:38639469:sec:results:sent:7,enalapril,sacubitril_valsartan,1
