narrative_type,narrative_subtype,bucket_start,count,wow_change,z_score
evidence,clinical_trial,2016-04-18 00:00:00+00:00,1.0,0.0,
evidence,clinical_trial,2016-06-06 00:00:00+00:00,1.0,0.0,
evidence,clinical_trial,2016-11-28 00:00:00+00:00,1.0,0.0,-0.5773502691896258
evidence,clinical_trial,2022-05-30 00:00:00+00:00,1.0,0.0,
evidence,clinical_trial,2023-04-10 00:00:00+00:00,2.0,1.0,
evidence,clinical_trial,2024-08-26 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
evidence,clinical_trial,2024-09-23 00:00:00+00:00,1.0,0.0,-0.5773502691896258
evidence,clinical_trial,2025-01-06 00:00:00+00:00,1.0,0.0,-0.5773502691896258
evidence,clinical_trial,2025-02-17 00:00:00+00:00,1.0,0.0,-0.5773502691896258
evidence,clinical_trial,2025-04-21 00:00:00+00:00,1.0,0.0,
evidence,clinical_trial,2025-09-08 00:00:00+00:00,2.0,1.0,
evidence,clinical_trial,2025-12-29 00:00:00+00:00,2.0,0.0,1.7320508075688774
evidence,evidence_review,2023-11-06 00:00:00+00:00,2.0,,
evidence,real_world,2022-04-25 00:00:00+00:00,1.0,,
evidence,real_world,2025-09-08 00:00:00+00:00,1.0,0.0,
positioning,combination,2016-04-18 00:00:00+00:00,1.0,,
positioning,combination,2016-08-29 00:00:00+00:00,1.0,0.0,
positioning,combination,2025-02-03 00:00:00+00:00,1.0,0.0,
positioning,combination,2025-02-17 00:00:00+00:00,1.0,0.0,
positioning,combination,2025-03-17 00:00:00+00:00,2.0,1.0,
positioning,combination,2025-03-31 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
positioning,combination,2025-04-28 00:00:00+00:00,3.0,2.0,4.041451884327381
positioning,combination,2025-06-02 00:00:00+00:00,1.0,-0.6666666666666666,-0.9045340337332909
positioning,combination,2025-06-16 00:00:00+00:00,1.0,0.0,-0.9045340337332909
positioning,combination,2025-06-23 00:00:00+00:00,1.0,0.0,-0.5773502691896258
positioning,combination,2025-09-01 00:00:00+00:00,3.0,2.0,1.7320508075688774
positioning,combination,2025-09-22 00:00:00+00:00,2.0,-0.3333333333333333,0.5773502691896258
positioning,combination,2025-10-06 00:00:00+00:00,1.0,-0.5,-0.9045340337332909
positioning,combination,2025-10-13 00:00:00+00:00,1.0,0.0,-0.9045340337332909
positioning,combination,2025-11-17 00:00:00+00:00,3.0,2.0,1.507556722888818
positioning,switching,2023-08-21 00:00:00+00:00,1.0,,
positioning,switching,2025-04-21 00:00:00+00:00,1.0,0.0,
safety,safety_acknowledgment,2016-05-09 00:00:00+00:00,1.0,,
safety,safety_acknowledgment,2016-06-06 00:00:00+00:00,1.0,0.0,
safety,safety_acknowledgment,2016-07-04 00:00:00+00:00,1.0,0.0,
safety,safety_acknowledgment,2016-11-14 00:00:00+00:00,2.0,1.0,
safety,safety_acknowledgment,2022-01-17 00:00:00+00:00,1.0,-0.5,-0.5773502691896258
safety,safety_acknowledgment,2022-04-25 00:00:00+00:00,1.0,0.0,-0.5773502691896258
safety,safety_acknowledgment,2024-09-09 00:00:00+00:00,3.0,2.0,4.041451884327381
safety,safety_acknowledgment,2024-09-23 00:00:00+00:00,1.0,-0.6666666666666666,-0.9045340337332909
safety,safety_acknowledgment,2024-11-18 00:00:00+00:00,2.0,1.0,0.5773502691896258
safety,safety_acknowledgment,2025-04-21 00:00:00+00:00,1.0,-0.5,-0.9045340337332909
safety,safety_acknowledgment,2025-05-12 00:00:00+00:00,1.0,0.0,-0.9045340337332909
safety,safety_acknowledgment,2025-07-21 00:00:00+00:00,1.0,0.0,-0.5773502691896258
safety,safety_acknowledgment,2025-08-11 00:00:00+00:00,1.0,0.0,-0.5773502691896258
safety,safety_acknowledgment,2025-09-22 00:00:00+00:00,3.0,2.0,
