doc_id,sentence_id,product_a,product_a_alias,product_b,product_b_alias,sentence_text,publication_date,journal,section,sent_index,count,recency_weight,study_type,study_type_weight,combined_weight,evidence_weight,labels,matched_terms,context_rule_hits,indications,direction_type,product_a_role,product_b_role,direction_triggers,narrative_type,narrative_subtype,narrative_confidence,sentiment_label,sentiment_score,sentiment_model,sentiment_inference_ts,confidence_breakdown
med:pmid:41335448,med:pmid:41335448:sec:results:sent:8,enalapril,enalapril,sacubitril_valsartan,sacubitril/valsartan,"Overall, 462 participants were randomized to receive sacubitril/valsartan and 460 to receive enalapril (mean [SD] age, 64.2 [10.8] years; 387 [42.0%] were female).",2026-01-01,,results,8,1,0.9867947312196229,randomized controlled trial,1.6,1.5788715699513967,1.5788715699513967,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9867947312196229, 'study_type': 'randomized controlled trial', 'study_type_weight': 1.6, 'mention_count': 1, 'combined_weight': 1.5788715699513967, 'final_confidence': 1.5788715699513967}"
med:pmid:41335448,med:pmid:41335448:sec:results:sent:9,enalapril,enalapril,sacubitril_valsartan,sacubitril/valsartan,"Over a median (IQR) follow-up of 25.2 (18.4-33.2) months, cardiovascular death occurred in 110 patients (23.8% [18.3% wins in the hierarchical comparison]) in the sacubitril/valsartan group and 117 patients (25.4% [17.5% wins]) in the enalapril group.",2026-01-01,,results,9,1,0.9867947312196229,randomized controlled trial,1.6,1.5788715699513967,1.5788715699513967,[],,[],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,"{'recency_weight': 0.9867947312196229, 'study_type': 'randomized controlled trial', 'study_type_weight': 1.6, 'mention_count': 1, 'combined_weight': 1.5788715699513967, 'final_confidence': 1.5788715699513967}"
med:pmid:41335448,med:pmid:41335448:sec:title:sent:0,enalapril,Enalapril,sacubitril_valsartan,Sacubitril/Valsartan,"Sacubitril/Valsartan vs Enalapril in Heart Failure Due to Chagas Disease: An Open-Label, Multicenter Randomized Clinical Trial.",2026-01-01,,results,0,1,0.9867947312196229,randomized controlled trial,1.6,1.5788715699513967,1.5788715699513967,"['vs', 'clinical trial', 'randomized', 'trial']","{""comparative_terms"": [""vs""], ""study_context"": [""clinical trial"", ""randomized"", ""trial""]}","['comparative_terms', 'study_context']",[],,,,[],,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,"{'recency_weight': 0.9867947312196229, 'study_type': 'randomized controlled trial', 'study_type_weight': 1.6, 'mention_count': 1, 'combined_weight': 1.5788715699513967, 'final_confidence': 1.5788715699513967}"
med:pmid:41455057,med:pmid:41455057:sec:abstract:sent:2,enalapril,angiotensin converting enzyme inhibitors,sacubitril_valsartan,angiotensin receptor neprilysin inhibitors,"In the last fifty years different therapeutic strategies, including angiotensin converting enzyme inhibitors (ACEi), type 1 angiotensin II receptor blockers (ARBs) and angiotensin receptor neprilysin inhibitors (ARNi), have been developed to counteract this neurohormonal dysregulation.",2025-12-27,,abstract,2,1,0.9774692939481615,review,0.9,0.8797223645533454,0.8797223645533454,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9774692939481615, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.8797223645533454, 'final_confidence': 0.8797223645533454}"
med:pmid:41408894,med:pmid:41408894:sec:results:sent:10,enalapril,ACEi,sacubitril_valsartan,ARNI,"Among HFmrEF, 88% were on beta-blockers, 34% on ACEi/ARB, 49% on ARNI, 63% on MRA, and 59% on SGLT2i.",2025-12-17,,results,10,1,0.9590819691638153,other,1.0,0.9590819691638153,0.9590819691638153,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9590819691638153, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.9590819691638153, 'final_confidence': 0.9590819691638153}"
med:pmid:41408894,med:pmid:41408894:sec:results:sent:11,enalapril,ACEi,sacubitril_valsartan,ARNI,"In the HFpEF group, 76% were on beta-blockers, 49% on ACEi/ARB, 18% on ARNI, 49% on MRA and 40% on SGLT2i.",2025-12-17,,results,11,1,0.9590819691638153,other,1.0,0.9590819691638153,0.9590819691638153,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9590819691638153, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.9590819691638153, 'final_confidence': 0.9590819691638153}"
med:pmid:41408894,med:pmid:41408894:sec:results:sent:6,enalapril,ACEi,sacubitril_valsartan,ARNI,"Among HFrEF, prescription frequencies were: 90% for beta-blockers; 19% for angiotensin-converting enzyme inhibitors (ACEi)/angiotensin II receptor blockers (ARB); 61% for angiotensin receptor-neprilysin inhibitors (ARNI); 72% for mineralocorticoid receptor antagonists (MRA); and 69% for sodium-glucose co-transporter 2 inhibitors (SGLT2i).",2025-12-17,,results,6,1,0.9590819691638153,other,1.0,0.9590819691638153,0.9590819691638153,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9590819691638153, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.9590819691638153, 'final_confidence': 0.9590819691638153}"
med:pmid:41379379,med:pmid:41379379:sec:abstract:sent:1,enalapril,ACEIs,sacubitril_valsartan,ARNIs,"Chronic heart failure with reduced ejection fraction (HFrEF) is a progressive syndrome associated with substantial residual morbidity and mortality despite contemporary guideline-directed medical therapy (GDMT) - angiotensin-converting enzyme inhibitors (ACEIs)/angiotensin receptor blockers (ARBs)/angiotensin receptor-neprilysin inhibitors (ARNIs), beta-blockers, mineralocorticoid receptor antagonists (MRAs) and sodium-glucose cotransporter-2 inhibitors (SGLT2is) [1].",2025-12-11,,abstract,1,1,0.9482160191351572,review,0.9,0.8533944172216414,0.8533944172216414,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.9482160191351572, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.8533944172216414, 'final_confidence': 0.8533944172216414}"
med:pmid:41249923,med:pmid:41249923:sec:results:sent:12,enalapril,ACEi,sacubitril_valsartan,ARNI,"Sensitivity analyses excluding one study showed significant improvements in ACEi/ARB/ARNI prescriptions (OR: 1.36, [95% CI: 1.10, 1.69]).",2025-11-17,,results,12,1,0.9059694118059841,review,0.9,0.8153724706253858,0.8153724706253858,['combination'],"{""combination"": [""acei/arb/arni""]}",['relationship:combination'],[],,,,[],evidence,real_world,0.49999999999999994,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.9059694118059841, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.8153724706253858, 'final_confidence': 0.8153724706253858}"
med:pmid:41249923,med:pmid:41249923:sec:results:sent:14,enalapril,ACEi,sacubitril_valsartan,ARNI,"Subgroup analyses showed significant improvements in ACEi/ARB/ARNI (OR:1.35, [95% CI: 1.03, 1.77)]) and beta-blockers (OR:1.48, [95% CI: 1.31, 1.68)]) prescriptions along with reduced total mortality (OR: 0.86, [95% CI: 0.76, 0.98]) in hospitals.",2025-11-17,,results,14,1,0.9059694118059841,review,0.9,0.8153724706253858,0.8153724706253858,['combination'],"{""combination"": [""acei/arb/arni""]}",['relationship:combination'],[],,,,[],comparative,comparative_efficacy,0.6000000000000001,POS,1.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.9059694118059841, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.8153724706253858, 'final_confidence': 0.8153724706253858}"
med:pmid:41249923,med:pmid:41249923:sec:results:sent:16,enalapril,ACEi,sacubitril_valsartan,ARNI,"In another subgroup analyses, shorter follow-up periods were associated with improvement in ACEi/ARB/ARNI (OR:1.38, [95% CI: 1.08, 1.77]), beta-blockers (OR: 1.45, [95% CI: 1.28, 1.61]) prescriptions and total mortality (OR: 0.86, [95% CI: 0.75, 0.99]).",2025-11-17,,results,16,1,0.9059694118059841,review,0.9,0.8153724706253858,0.8153724706253858,['combination'],"{""combination"": [""acei/arb/arni""]}",['relationship:combination'],[],,,,[],comparative,comparative_efficacy,0.6000000000000001,POS,1.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.9059694118059841, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.8153724706253858, 'final_confidence': 0.8153724706253858}"
med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:10,enalapril,ACEI,sacubitril_valsartan,ARNI,"ARNI/ACEI/ARB therapy was optimized in 48.4% of the subjects, with optimization rates of 37.9%, 40.2%, and 44.1% for beta-blockers, MRAs, and SGLT2is, respectively.",2025-11-11,,introduction,10,1,0.8957052022048388,other,1.0,0.8957052022048388,0.8957052022048388,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.8957052022048388, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.8957052022048388, 'final_confidence': 0.8957052022048388}"
med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:11,enalapril,ACEI,sacubitril_valsartan,ARNI,"However, only 38 (22.0%) patients reached the level of treatment corresponding to ""SGLT2i and ARNI/ACEI/ARB and betablocker and MRA in doses ≥ 50%"".",2025-11-11,,introduction,11,1,0.8957052022048388,other,1.0,0.8957052022048388,0.8957052022048388,['combination'],"{""combination"": [""arni/acei/arb""]}",['relationship:combination'],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,"{'recency_weight': 0.8957052022048388, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.8957052022048388, 'final_confidence': 0.8957052022048388}"
med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:9,enalapril,ACEI,sacubitril_valsartan,ARNI,"In the analysis for the whole group (regardless of ejection fraction [EF]), ARNI (angiotensin receptor-neprilysin inhibitor)/ACEI (angiotensin-converting enzyme inhibitor)/ARB (angiotensin receptor blocker) use increased from 63.3% of the subjects at admission to 81.3% at discharge, beta-blocker use increased from 70.6% to 92.6%, MRA (mineralocorticoid receptor antagonist) use increased from 43.1% to 75.8%, and SGLT2i (sodium-glucose co-transporter 2 inhibitor) use increased from 30.1% to 75.0%.",2025-11-11,,introduction,9,1,0.8957052022048388,other,1.0,0.8957052022048388,0.8957052022048388,[],,[],[],,,,[],,,,POS,4.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,"{'recency_weight': 0.8957052022048388, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.8957052022048388, 'final_confidence': 0.8957052022048388}"
med:pmid:41377094,med:pmid:41377094:sec:results:sent:8,enalapril,ACEi,sacubitril_valsartan,ARNI,"In multivariable regression analysis, older age was the only independent socio-demographic predictor of under-prescription both overall and for ACEi/ARB/ARNI (OR0.70; 95% CI 0.55-0.89), beta-blockers (OR0.59; 95% CI 0.41-0.84) and SGLT2i (OR0.66, 95% CI 0.47-0.93), while also associated with a loop diuretics use (OR1.56; 95% CI 1.13-2.17).",2025-11-04,,results,8,1,0.883877174261742,other,1.0,0.883877174261742,0.883877174261742,['combination'],"{""combination"": [""acei/arb/arni""]}",['relationship:combination'],[],,,,[],evidence,real_world,0.49999999999999994,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,"{'recency_weight': 0.883877174261742, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.883877174261742, 'final_confidence': 0.883877174261742}"
med:pmid:40839760,med:pmid:40839760:sec:results:sent:5,enalapril,enalapril,sacubitril_valsartan,sacubitril/valsartan,Changes in LSS severity at 8 months were analysed using ordinal logistic regression models to estimate the effect of sacubitril/valsartan vs. enalapril or valsartan.,2025-11-01,,results,5,1,0.878855954288881,randomized controlled trial,1.6,1.4061695268622096,1.4061695268622096,['vs'],"{""comparative_terms"": [""vs""]}",['comparative_terms'],[],,,,[],evidence,real_world,0.7,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.878855954288881, 'study_type': 'randomized controlled trial', 'study_type_weight': 1.6, 'mention_count': 1, 'combined_weight': 1.4061695268622096, 'final_confidence': 1.4061695268622096}"
med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:14,enalapril,ACEI,sacubitril_valsartan,ARNI,"No significant between-group differences were observed in drug utilization rate of β-blockers, ACEI/ARB/ARNI, or sodium-glucose cotransporter 2 inhibitors during follow-up (all <i>P</i>>0.05), while mineralocorticoid receptor antagonists use showed a declining trend in both groups.",2025-11-01,,abstract,14,1,0.878855954288881,other,1.0,0.878855954288881,0.878855954288881,['combination'],"{""combination"": [""acei/arb/arni""]}",['relationship:combination'],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.878855954288881, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.878855954288881, 'final_confidence': 0.878855954288881}"
med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:15,enalapril,ACEI,sacubitril_valsartan,ARNI,"Although the core hospital-treated group had higher target dose achievement rates for β-blockers (65.4% vs. 49.3%, <i>P</i>=0.042) and ACEI/ARB/ARNI (79.8% vs. 65.8%, <i>P</i>=0.046) than the two-way referral group, multivariate logistic regression indicated that the two-way referral model was not a negative predictor for these outcomes (all <i>P</i>>0.05).",2025-11-01,,abstract,15,1,0.878855954288881,other,1.0,0.878855954288881,0.878855954288881,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.878855954288881, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.878855954288881, 'final_confidence': 0.878855954288881}"
med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:5,enalapril,ACEI,sacubitril_valsartan,ARNI,"Patients underwent followed-up, with primary endpoints including follow-up rate, drug (β-blockers, angiotension converting enzyme inhibitor (ACEI)/angiotensin Ⅱ receptor blockers (ARB)/angiotensin receptor-neprilysin inhibitor (ARNI), sodium-glucose cotransporter 2 inhibitors and mineralocorticoid receptor antagonists) utilization rate and target dose achievement rate.",2025-11-01,,abstract,5,1,0.878855954288881,other,1.0,0.878855954288881,0.878855954288881,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.878855954288881, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.878855954288881, 'final_confidence': 0.878855954288881}"
med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:9,enalapril,ACEI,sacubitril_valsartan,ARNI,Multivariate logistic regression was used to identify factors influencing target dose achievement rate for β-blockers and ACEI/ARB/ARNI therapies in CHF patients.,2025-11-01,,abstract,9,1,0.878855954288881,other,1.0,0.878855954288881,0.878855954288881,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.878855954288881, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.878855954288881, 'final_confidence': 0.878855954288881}"
med:pmid:41151613,med:pmid:41151613:sec:abstract:sent:2,enalapril,ACE inhibitor,sacubitril_valsartan,sacubitril/valsartan,"Since 2021, evidence‑based management of heart failure with reduced ejection fraction (HFrEF) has centred on four pharmacological ""pillars"": β‑blockers, sacubitril/valsartan (or an ACE inhibitor), mineralocorticoid‑receptor antagonists, and sodium-glucose co‑transporter‑2 (SGLT‑2) inhibitors.",2025-10-28,,abstract,2,1,0.8722053386067754,review,0.9,0.7849848047460979,0.7849848047460979,[],,[],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.8722053386067754, 'study_type': 'review', 'study_type_weight': 0.9, 'mention_count': 1, 'combined_weight': 0.7849848047460979, 'final_confidence': 0.7849848047460979}"
med:pmid:41136931,med:pmid:41136931:sec:results:sent:9,enalapril,ACEI,sacubitril_valsartan,ARNI,"Target dose attainment varied by drug class: 78% for beta-blockers, 63% for ACEI/ARB/ARNI, 96% for MRAs, and 100% for ivabradine.",2025-10-24,,results,9,1,0.865605050499667,other,1.0,0.865605050499667,0.865605050499667,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.865605050499667, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.865605050499667, 'final_confidence': 0.865605050499667}"
med:pmid:41084891,med:pmid:41084891:sec:results:sent:7,enalapril,ACEI,sacubitril_valsartan,ARNI,"In this subgroup, the use of angiotensin receptor‑neprilysin inhibitor (ARNI) / angiotensin‑converting enzyme inhibitor (ACEI) / angiotensin receptor blocker (ARB) increased from 81.5% of the patients at admission to 88.9% at discharge, of β‑blocker from 85% to 94.4%, of mineralocorticoid receptor antagonist (MRA) from 69.7% to 86.1%, and of sodium‑glucose cotransporter 2 inhibitor (SGLT2i) from 59.2% to 83.6%.",2025-10-14,,results,7,1,0.8493220211533232,observational study,1.2,1.0191864253839877,1.0191864253839877,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.8493220211533232, 'study_type': 'observational study', 'study_type_weight': 1.2, 'mention_count': 1, 'combined_weight': 1.0191864253839877, 'final_confidence': 1.0191864253839877}"
med:pmid:41084891,med:pmid:41084891:sec:results:sent:8,enalapril,ACEI,sacubitril_valsartan,ARNI,"ARNI/ACEI/ARB therapy was optimized in 36.2% of the participants, while the rates of optimization were 24.7%, 27.2%, and 24.4% for β‑blockers, MRA, and SGLT2i, respectively.",2025-10-14,,results,8,1,0.8493220211533232,observational study,1.2,1.0191864253839877,1.0191864253839877,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.8493220211533232, 'study_type': 'observational study', 'study_type_weight': 1.2, 'mention_count': 1, 'combined_weight': 1.0191864253839877, 'final_confidence': 1.0191864253839877}"
med:pmid:41084891,med:pmid:41084891:sec:results:sent:9,enalapril,ACEI,sacubitril_valsartan,ARNI,"However, only 64 patients (22.3%) attained the 4‑pillar GDMT of SGLT2i, ARNI/ACEI/ARB, β‑blockers, and MRA at doses equal to or above 50% of the target dose.",2025-10-14,,results,9,1,0.8493220211533232,observational study,1.2,1.0191864253839877,1.0191864253839877,['combination'],"{""combination"": [""arni/acei/arb"", ""gdmt""]}",['relationship:combination'],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.8493220211533232, 'study_type': 'observational study', 'study_type_weight': 1.2, 'mention_count': 1, 'combined_weight': 1.0191864253839877, 'final_confidence': 1.0191864253839877}"
med:pmid:41079061,med:pmid:41079061:sec:methods:sent:6,enalapril,ACE inhibitors,sacubitril_valsartan,ARNI,"Medications analyzed included ACE inhibitors (ACEi), angiotensin receptor blockers (ARB), beta-blockers (BB), mineralocorticoid receptor antagonists (MRA), angiotensin receptor-neprilysin inhibitors (ARNI), and sodium-glucose co-transporter 2 inhibitors (SGLT2i).",2025-10-09,,methods,6,1,0.8412957326244546,observational study,1.2,1.0095548791493454,1.0095548791493454,[],,[],[],,,,[],,,,,,,,"{'recency_weight': 0.8412957326244546, 'study_type': 'observational study', 'study_type_weight': 1.2, 'mention_count': 1, 'combined_weight': 1.0095548791493454, 'final_confidence': 1.0095548791493454}"
med:pmid:41079061,med:pmid:41079061:sec:results:sent:9,enalapril,ACEi,sacubitril_valsartan,ARNI,"The most expensive medication regime for HF in Venezuela was ARNI-based GDMT with a median monthly cost of 393.81USD, followed by ARB-based GDMT and ACEi-based GDMT costing $100.88USD and $82.23USD respectively.",2025-10-09,,results,9,1,0.8412957326244546,observational study,1.2,1.0095548791493454,1.0095548791493454,['combination'],"{""combination"": [""gdmt""]}",['relationship:combination'],[],,,,[],,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.8412957326244546, 'study_type': 'observational study', 'study_type_weight': 1.2, 'mention_count': 1, 'combined_weight': 1.0095548791493454, 'final_confidence': 1.0095548791493454}"
med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:7,enalapril,ACEI,sacubitril_valsartan,ARNI,"Compared with ACEI/ARB, ARNI demonstrated enhanced preservation of cardiac function, attenuation of adverse ventricular remodeling, and maintenance of ventricular geometry following myocardial infarction.",2025-09-26,,conclusion,7,1,0.8207805751280809,other,1.0,0.8207805751280809,0.8207805751280809,['compared with'],"{""comparative_terms"": [""compared with""]}",['comparative_terms'],[],,,,[],,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,"{'recency_weight': 0.8207805751280809, 'study_type': 'other', 'study_type_weight': 1.0, 'mention_count': 1, 'combined_weight': 0.8207805751280809, 'final_confidence': 0.8207805751280809}"
