sentence_id,narrative_type,narrative_subtype,product_a,product_b,sentence_text,section,publication_date,narrative_confidence,is_correct
med:pmid:40873622:sec:results:sent:6,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"ARNI significantly reduced MEE after 1 year compared with the ACEI/ARB [(129.61 ± 40.81) kcal/min vs. (154.49 ± 47.58) kcal/min, <i>P</i> < 0.01].",results,2025-08-12,0.39999999999999997,
med:pmid:40319618:sec:conclusion:sent:13,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"At the cost-effectiveness threshold of RM55 426 per QALY, ARNI is cost-effective compared with ACEI for the heart failure with reduced ejection fraction population.",conclusion,2025-05-03,0.6,
med:pmid:40319618:sec:results:sent:8,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Despite ARNI being more expensive compared with ACEI, it gained more QALYs, resulting in an ICER of RM46 498 per QALY.",results,2025-05-03,0.6,
med:pmid:40266448:sec:conclusion:sent:15,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"In HF patients with AKD, ARNi was associated with reduced all-cause mortality, MAKE, and readmission risks compared to ACEi, particularly with concurrent mineralocorticoids, diuretics, or beta-blockers.",conclusion,2025-04-23,0.6,
med:pmid:39983618:sec:results:sent:8,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"The percent improvement of GWW and GWE was greater in the sacubitril/valsartan compared to enalapril or control group (P = 0.044 and P = 0.011, respectively) at 6 months.",results,2025-02-20,0.6,
med:pmid:39888167:sec:conclusion:sent:9,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Among patients with de novo HFrEF, sacubitril/valsartan (compared with that of ACEi/ARB) was associated with fewer all-cause, CV and HF hospitalizations.",conclusion,2025-01-30,0.6,
med:pmid:39888167:sec:results:sent:8,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Patients in the sacubitril/valsartan cohort when compared with the ACEi/ARB cohort had lower annual rates of all-cause hospitalizations [incidence rate ratio (IRR): 0.81, 95% confidence interval (CI): 0.75-0.89, P < 0.001], cardiovascular (CV) hospitalizations (IRR: 0.80, 95% CI: 0.73-0.87, P < 0.001) and HF hospitalizations (IRR: 0.86, 95% CI: 0.78-0.95, P = 0.002).",results,2025-01-30,0.39999999999999997,
med:pmid:39864551:sec:conclusion:sent:12,comparative,comparative_safety,enalapril,sacubitril_valsartan,"Sacubitril/valsartan is a promising alternative to ARB or ACEi in managing RH, offering superior blood pressure reductions and potential benefits in reversing cardiac remodeling, while maintaining a favorable safety profile with minimal risk of serious adverse events.",conclusion,2025-01-27,0.9,
med:pmid:40463763:sec:results:sent:10,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"There was a significant improvement in the ARNI group regarding LVEF (<i>P</i> = 0.011), 2D GLS (<i>P</i> < 0.001), and 3D GLS compared to the ACEI group, but no significant change in the LV mass index.",results,2025-01-01,0.6,
med:pmid:40463763:sec:results:sent:9,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"After a 6-month follow-up period, there was a significant reduction in LV-indexed volumes in the ARNI group (<i>P</i> < 0.001) and indexed left atrial volumes (<i>P</i> = 0.013) compared to the ACEI group.",results,2025-01-01,0.6,
med:pmid:39620289:sec:results:sent:8,access,coverage_access,enalapril,sacubitril_valsartan,"While 52.6% of physicians considered angiotensin receptor-neprilysin inhibitor (ARNi) treatment the most effective medication for HF, 62.7% would initiate HF treatment with an angiotensin-converting enzyme inhibitor (ACEi) instead of ARNi due to reimbursement and cost issues.",results,2024-12-01,0.65,
med:pmid:39439294:sec:results:sent:3,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"PARADIGM-HF and PARAGON-HF were randomized trials testing sacubitril/valsartan versus enalapril or valsartan, respectively, in patients with HF and LVEF ≤40% (PARADIGM-HF) or LVEF ≥45% (PARAGON-HF).",results,2024-10-22,0.6,
med:pmid:39320292:sec:results:sent:11,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,Discontinuation of randomized treatment was less common with sacubitril/valsartan vs enalapril in patients experiencing asymptomatic and symptomatic hypotension.,results,2024-09-25,0.6,
med:pmid:39320292:sec:results:sent:9,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"However, the effect of sacubitril/valsartan on the primary outcome was not diminished in patients experiencing hypotension compared to those who did not: the HR for sacubitril/valsartan vs enalapril was 0.80 (95% CI: 0.72-0.89) for no hypotension, 0.87 (95% CI: 0.70-1.08) for asymptomatic hypotension, and 0.51 (95% CI: 0.38-0.69) for symptomatic hypotension (P<sub>interaction</sub> = 0.01), and this was also true for cardiovascular and all-cause deaths.",results,2024-09-25,0.39999999999999997,
med:pmid:39284545:sec:conclusion:sent:9,comparative,comparative_safety,enalapril,sacubitril_valsartan,"Incidence of hypotension-related AEs was higher in the sacubitril/valsartan versus enalapril group but did not affect risk of cardiovascular death or HF hospitalization, which was similar between treatment groups.",conclusion,2024-09-14,0.9,
med:pmid:39284545:sec:results:sent:4,comparative,comparative_safety,enalapril,sacubitril_valsartan,"Of 223 patients, 28.2 % experienced hypotension-related AEs and incidence was higher with sacubitril/valsartan versus enalapril (hazard ratio, 2.2; 95 % CI, 1.3-3.8; p = 0.0027).",results,2024-09-14,0.7,
med:pmid:39284545:sec:results:sent:8,comparative,comparative_safety,enalapril,sacubitril_valsartan,Reduction in risk of cardiovascular death or HF hospitalization was similar with sacubitril/valsartan versus enalapril in patients with or without hypotension-related AEs.,results,2024-09-14,0.9,
med:pmid:39264627:sec:results:sent:11,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Sacubitril/valsartan treatment was associated with shorter time to the primary outcome compared with ACEI/ARB treatment (20 of 63 [31.7%] vs 38 of 117 [32.5%]; adjusted hazard ratio [aHR], 1.85; 95% CI, 1.05-3.23).",results,2024-09-03,0.39999999999999997,
med:pmid:39264627:sec:results:sent:12,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Sacubitril/valsartan treatment was independently associated with shorter time to a 15% increase in eGFR (15 of 46 [32.6%] vs 46 of 83 [55.4%]; aHR, 2.13; 95% CI, 1.09-4.17) and kidney survival free from dialysis (11 of 23 [47.8%] vs 16 of 57 [28.1%]; aHR, 2.63; 95% CI, 1.15-5.88) compared with ACEI/ARB treatment.",results,2024-09-03,0.39999999999999997,
med:pmid:38513366:sec:conclusion:sent:10,positioning,combination,enalapril,sacubitril_valsartan,"Beta-blockers, ACEi/ARB/ARNI, and SGLT2i were independently associated with a lower risk of all-cause mortality in patients with HFmrEF, specifically when applied as combined 'HF triple therapy'.",conclusion,2024-08-01,0.85,
med:pmid:38513366:sec:results:sent:6,comparative,comparative_safety,enalapril,sacubitril_valsartan,"Treatment with BB [27.0 vs. 35.0%; hazard ratio (HR) = 0.737; 95% confidence interval (CI) 0.617-0.881; P = 0.001], ACEi/ARB/ARNI (25.9 vs. 37.6%; HR = 0.612; 95% CI 0.517-0.725; P = 0.001), and SGLT2i (11.9 vs. 29.5%; HR = 0.441; 95% CI 0.236-0.824; P = 0.010) was associated with a lower risk of 30-month all-cause mortality, which was still demonstrated after multivariable adjustment and propensity score matching.",results,2024-08-01,0.7,
med:pmid:38811344:sec:conclusion:sent:15,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"The new quadruple drug ""ARNI + BB + MRA + SGLT-2i"" is superior to the golden triangle ""ACEI + BB + MRA"" in improving LVEF.",conclusion,2024-05-28,0.6,
med:pmid:38811344:sec:results:sent:11,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"ARNI + BB + MRA + SGLT-2i (5.83%, 95% CI: 0.53% to 11.14%) and ARNI + BB + MRA (3.83%, 95% CI: 0.72% to 6.90%) were superior to the traditional golden triangle ACEI + BB + MRA in improving LVEF.",results,2024-05-28,0.39999999999999997,
med:pmid:38783593:sec:conclusion:sent:17,positioning,combination,enalapril,sacubitril_valsartan,"Beyond the well-established risk for hyperkalaemia, our preliminary results suggest a potentially negative impact of saltSubs on GDMT use, especially for ACEis/ARBs/ARNis in CHF management.",conclusion,2024-05-23,0.85,
med:pmid:37917889:sec:conclusion:sent:12,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Sacubitril/valsartan may provide superior benefits in reducing heart failure hospitalization rates, NT-proBNP levels, and improving NYHA classification in patients with HFpEF compared to ACEIs and ARBs.",conclusion,2024-04-01,0.6,
med:pmid:37917889:sec:results:sent:8,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Sacubitril/valsartan substantially reduced heart failure hospitalization rates compared to ACEIs and ARBs, according to a total of six studies involving 5,201 participants (Relative Risk, 0.78; 95% CI, 0.65 to 0.85; P = .001).",results,2024-04-01,0.39999999999999997,
med:pmid:38508844:sec:conclusion:sent:15,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"Comparison of Sacubitril/Valsartan Versus Enalapril on Effect of NT-proBNP in Patients Stabilized From an Acute Heart Failure Episode [PIONEER-HF]; NCT02554890; Changes in NT-proBNP, Safety, and Tolerability in HFpEF Patients With a WHF Event [HFpEF Decompensation] Who Have Been Stabilized and Initiated at the Time of or Within 30 Days Post-decompensation [PARAGLIDE-HF]; NCT03988634).",conclusion,2024-03-01,0.39999999999999997,
med:pmid:38279516:sec:conclusion:sent:10,positioning,line_of_therapy,enalapril,sacubitril_valsartan,Increasing the proportion of patients receiving ARNI instead of angiotensin converting enzyme inhibitors as first-line treatment of HFrEF will lead to a considerable number of additional life years gained and prevented hospitalizations but with additional cost in terms of health care expenditure in Sweden and in the United Kingdom.,conclusion,2024-01-26,0.83,
med:pmid:38356826:sec:conclusion:sent:6,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,"In CHF patients, the combination of LBBP with sacubitril/valsartan had a better therapeutic effect compared to LBBP with enalapril, with more effective improvement of the cardiopulmonary function, reduction of myocardial injury, and improvement in quality of life.",conclusion,2024-01-01,0.6,
