sentence_id,narrative_type,narrative_subtype,product_a,product_b,sentence_text,section,publication_date,narrative_confidence,is_correct
med:pmid:39284545:sec:title:sent:0,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,Incidence and risk factors of hypotension-related adverse events among Japanese patients with heart failure receiving sacubitril/valsartan or enalapril: Results from the PARALLEL-HF study.,results,14-9-2024,0.9,TRUE
med:pmid:40718065:sec:conclusion:sent:9,positioning,combination,enalapril,sacubitril_valsartan,Patients receiving triple therapy with ARNI + BB + MRA had better survival during follow-up compared to any other drug combination (log-rank p=0.027). A high rate of ACEI/ARB/ARNI and BB use was observed.,conclusion,1-4-2025,0.85,TRUE
med:pmid:37407154:sec:results:sent:10,evidence,clinical_trial,enalapril,sacubitril_valsartan,"Patients assigned to sacubitril/valsartan were less likely to develop anemia at 12 months (321 of 2,806 [11.4%]) compared with patients randomized to enalapril (440 of 2,824 [15.6%]) (OR: 0.70 [95% CI: 0.60-0.81]; P < 0.001).",results,12-4-2023,0.49999999999999994,TRUE
med:pmid:39563094:sec:results:sent:3,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,We examined the effect of sacubitril/valsartan compared to enalapril on outcomes according to background beta-blocker treatment in the 8399 patients with heart failure with reduced ejection fraction enrolled in PARADIGM-HF.,results,19-11-2024,0.8,TRUE
med:pmid:26754626:sec:title:sent:0,evidence,clinical_trial,enalapril,sacubitril_valsartan,Risk Related to Pre-Diabetes Mellitus and Diabetes Mellitus in Heart Failure With Reduced Ejection Fraction: Insights From Prospective Comparison of ARNI With ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure Trial.,results,1-1-2016,0.7,TRUE
med:pmid:35560696:sec:results:sent:3,evidence,clinical_trial,enalapril,sacubitril_valsartan,"Patients in the EVALUATE-HF trial (n = 464) were randomized to sacubitril/valsartan or enalapril for 12 weeks, followed by 12-week open-label sacubitril/valsartan.",results,30-5-2022,0.7,TRUE
med:pmid:39284545:sec:results:sent:7,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,"Hypotension-related AEs leading to treatment discontinuation were not significantly different for sacubitril/valsartan versus enalapril (3.4 % vs 6.9 %, p = 0.5957).",results,14-9-2024,0.9,TRUE
med:pmid:37635080:sec:results:sent:7,positioning,switching,enalapril,sacubitril_valsartan,"At OLE baseline, higher concentrations of B-type natriuretic peptide (BNP) and urine cGMP, and lower concentrations of N-terminal pro B-type natriuretic peptide (NT-proBNP), were observed in the sacubitril/valsartan core group (patients who received sacubitril/valsartan in both the core and extension study) than in the enalapril core group (patients who received enalapril in the core study and were then transitioned to sacubitril/valsartan).",results,26-8-2023,0.49999999999999994,TRUE
med:pmid:27618854:sec:title:sent:0,positioning,combination,enalapril,sacubitril_valsartan,Effects of Sacubitril/Valsartan in the PARADIGM-HF Trial (Prospective Comparison of ARNI with ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure) According to Background Therapy.,results,1-9-2016,0.6499999999999999,TRUE
med:pmid:35483448:sec:conclusion:sent:12,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,The ARNI study group showed better safety and efficacy outcomes at the end of 6 months follow-up compared to ACEI group.,conclusion,26-4-2022,0.9,TRUE
med:pmid:39262640:sec:results:sent:3,evidence,clinical_trial,enalapril,sacubitril_valsartan,"In PARALLEL-HF, in which 223 patients with HF and reduced ejection fraction (HFrEF) were randomized to the angiotensin-receptor neprilysin inhibitor (sacubitril/valsartan) or enalapril, 97 (43%) received influenza vaccination.",results,29-8-2024,0.7,TRUE
med:pmid:41049960:sec:results:sent:11,positioning,combination,enalapril,sacubitril_valsartan,"Increasing age was linked to lower odds of ACEI/ARB/ARNI use, while higher systolic blood pressure (SBP) favored treatment.",results,2-9-2025,0.85,TRUE
med:pmid:38084196:sec:results:sent:6,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,Pooled analysis showed that the risk of all-cause mortality was higher in patients receiving enalapril compared to patients receiving sacubitril/valsartan (risk ratio [RR]: 0.57; 95% CI: 0.31 to 1.04).,results,10-11-2023,0.6,TRUE
med:pmid:39284545:sec:results:sent:4,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,"Of 223 patients, 28.2 % experienced hypotension-related AEs and incidence was higher with sacubitril/valsartan versus enalapril (hazard ratio, 2.2; 95 % CI, 1.3-3.8; p = 0.0027).",results,14-9-2024,0.7,TRUE
med:pmid:38084196:sec:title:sent:0,evidence,evidence_review,enalapril,sacubitril_valsartan,Comparison of Outcomes Between Sacubitril/Valsartan and Enalapril in Patients With Heart Failure: A Systematic Review and Meta-Analysis.,results,10-11-2023,0.7,TRUE
med:pmid:40332281:sec:results:sent:9,positioning,combination,enalapril,sacubitril_valsartan,"71,7% were using enalapril, losartan or ARNi above 50% of GDMT target doses; 81,2% were using beta-blockers and 100% were using spironolactone.",results,2-5-2025,0.85,TRUE
med:pmid:41335448:sec:results:sent:8,evidence,clinical_trial,enalapril,sacubitril_valsartan,"Overall, 462 participants were randomized to receive sacubitril/valsartan and 460 to receive enalapril (mean [SD] age, 64.2 [10.8] years; 387 [42.0%] were female).",results,1-1-2026,0.7,TRUE
med:pmid:41079587:sec:conclusion:sent:9,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,"Subgroup analyses demonstrated consistent benefits across all prespecified strata. Early sacubitril/valsartan use was associated with reduced 1-year AF risk vs. ACEI/ARB in AMI complicated by MR, suggesting a potential role in this population; prospective trials are needed to confirm causality.",conclusion,26-9-2025,0.9,TRUE
med:pmid:40839760:sec:results:sent:5,comparative,comparative_efficacy,enalapril,sacubitril_valsartan,Changes in LSS severity at 8 months were analysed using ordinal logistic regression models to estimate the effect of sacubitril/valsartan vs. enalapril or valsartan.,results,1-11-2025,0.8,TRUE
med:pmid:41016569:sec:conclusion:sent:4,safety,safety_acknowledgment,enalapril,sacubitril_valsartan,"ARNI therapy also significantly reduced MACEs risk (HR = 0.392, 95 % CI: 0.194-0.791, P = 0.009). Compared with ACEI/ARB, ARNI demonstrated enhanced preservation of cardiac function, attenuation of adverse ventricular remodeling, and maintenance of ventricular geometry following myocardial infarction.",conclusion,26-9-2025,0.7,TRUE
