doc_id,sentence_id,product_a,product_b,comparative_terms,relationship_types,risk_terms,study_context,matched_terms,context_rule_hits,direction_type,product_a_role,product_b_role,direction_triggers,narrative_type,narrative_subtype,narrative_confidence,section,sentiment_label,sentiment_score,sentiment_model,sentiment_inference_ts,created_at,claim_strength,risk_posture,narrative_invariant_ok,narrative_invariant_reason
med:pmid:41079587,med:pmid:41079587:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,vs,,risk,,"{""comparative_terms"": [""vs""], ""risk_terms"": [""risk""]}","[""comparative_terms"", ""risk_terms""]",,,,,safety,safety_acknowledgment,0.9,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,acknowledgment,0,missing_safety_assertion
med:pmid:41079587,med:pmid:41079587:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,,risk,"cohort, retrospective","{""risk_terms"": [""risk""], ""study_context"": [""cohort"", ""retrospective""], ""endpoint_terms"": [""primary endpoint""], ""real_world_terms"": [""retrospective""]}","[""risk_terms"", ""study_context"", ""endpoint_terms"", ""real_world_terms""]",,,,,,,,methods,NEG,-1.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41079587,med:pmid:41079587:sec:results:sent:6,enalapril,sacubitril_valsartan,vs,,risk,,"{""comparative_terms"": [""vs""], ""risk_terms"": [""risk""]}","[""comparative_terms"", ""risk_terms""]",,,,,safety,safety_acknowledgment,0.9,results,NEG,-1.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,acknowledgment,0,missing_safety_assertion
med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:7,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""acei/arb/arni""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,positioning,combination,0.85,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,1,
med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:8,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,positioning,combination,0.85,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,1,
med:pmid:41296625,med:pmid:41296625:sec:methods:sent:3,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,methods,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41296625,med:pmid:41296625:sec:methods:sent:4,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,methods,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41296625,med:pmid:41296625:sec:methods:sent:5,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,methods,POS,1.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:1,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:15,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""significant improvement""]}}","[""claim_strength:confirmatory""]",,,,,,,,introduction,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:2,enalapril,sacubitril_valsartan,compared with,,,,"{""comparative_terms"": [""compared with""]}","[""comparative_terms""]",,,,,,,,introduction,POS,2.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41007826,med:pmid:41007826:sec:introduction:sent:5,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41007826,med:pmid:41007826:sec:title:sent:0,enalapril,sacubitril_valsartan,compared with,,,retrospective,"{""comparative_terms"": [""compared with""], ""study_context"": [""retrospective""], ""real_world_terms"": [""retrospective""]}","[""comparative_terms"", ""study_context"", ""real_world_terms""]",,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40916703,med:pmid:40916703:sec:introduction:sent:1,enalapril,sacubitril_valsartan,compared with,,,trial,"{""comparative_terms"": [""compared with""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40916703,med:pmid:40916703:sec:results:sent:4,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,evidence,clinical_trial,0.7,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,confirmatory,,1,
med:pmid:40916703,med:pmid:40916703:sec:title:sent:0,enalapril,sacubitril_valsartan,versus,,,trial,"{""comparative_terms"": [""versus""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,evidence,clinical_trial,0.7,results,NEG,-1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""significant improvement""]}}","[""claim_strength:confirmatory""]",,,,,,,,conclusion,POS,2.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,confirmatory,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:introduction:sent:2,enalapril,sacubitril_valsartan,versus,,,,"{""comparative_terms"": [""versus""]}","[""comparative_terms""]",,,,,,,,introduction,POS,2.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:methods:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,methods,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:results:sent:10,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""p=""]}}","[""claim_strength:confirmatory""]",,,,,,,,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,confirmatory,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:results:sent:11,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""p=""]}}","[""claim_strength:confirmatory""]",,,,,,,,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,confirmatory,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""p="", ""significant improvement""]}}","[""claim_strength:confirmatory""]",,,,,,,,results,POS,1.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,confirmatory,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:title:sent:0,enalapril,sacubitril_valsartan,compared with,,,retrospective,"{""comparative_terms"": [""compared with""], ""study_context"": [""retrospective""], ""real_world_terms"": [""retrospective""]}","[""comparative_terms"", ""study_context"", ""real_world_terms""]",,,,,evidence,real_world,0.72,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,1,
med:pmid:40981086,med:pmid:40981086:sec:abstract:sent:10,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,abstract,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40981086,med:pmid:40981086:sec:abstract:sent:12,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,abstract,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40908036,med:pmid:40908036:sec:abstract:sent:5,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,abstract,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41049960,med:pmid:41049960:sec:introduction:sent:1,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""gdmt""]}","[""relationship:combination""]",,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41049960,med:pmid:41049960:sec:results:sent:11,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""], ""endpoint_terms"": [""blood pressure""]}","[""relationship:combination"", ""endpoint_terms""]",,,,,positioning,combination,0.85,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
med:pmid:41070303,med:pmid:41070303:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""combined with""]}","[""relationship:combination""]",add_on,add_on,add_on,"[""combination_with""]",positioning,combination,0.85,conclusion,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
med:pmid:41070303,med:pmid:41070303:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,combination,safety,,"{""combination"": [""combined with""], ""risk_terms"": [""safety""]}","[""relationship:combination"", ""risk_terms""]",add_on,add_on,add_on,"[""combination_with""]",,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41070303,med:pmid:41070303:sec:methods:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,methods,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41070303,med:pmid:41070303:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:41070303,med:pmid:41070303:sec:results:sent:8,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""], ""claim_strength_terms"": {""confirmatory"": [""p<""]}}","[""comparative_terms"", ""claim_strength:confirmatory""]",,,,,comparative,comparative_efficacy,0.6,results,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,confirmatory,,1,
med:pmid:41070303,med:pmid:41070303:sec:title:sent:0,enalapril,sacubitril_valsartan,,combination,safety,,"{""combination"": [""combined with""], ""risk_terms"": [""safety""]}","[""relationship:combination"", ""risk_terms""]",add_on,add_on,add_on,"[""combination_with""]",positioning,combination,0.85,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
med:pmid:41284794,med:pmid:41284794:sec:abstract:sent:8,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,abstract,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:40849246,med:pmid:40849246:sec:introduction:sent:5,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40849246,med:pmid:40849246:sec:results:sent:8,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,results,POS,2.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
med:pmid:40835081,med:pmid:40835081:sec:abstract:sent:8,enalapril,sacubitril_valsartan,vs,combination,,,"{""comparative_terms"": [""vs""], ""combination"": [""acei/arb/arni""]}","[""comparative_terms"", ""relationship:combination""]",,,,,,,,abstract,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40873622,med:pmid:40873622:sec:conclusion:sent:8,enalapril,sacubitril_valsartan,compared with,,risk,,"{""comparative_terms"": [""compared with""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""increased risk"", ""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,safety,safety_acknowledgment,0.9,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,acknowledgment,0,missing_safety_assertion
med:pmid:40873622,med:pmid:40873622:sec:introduction:sent:3,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40873622,med:pmid:40873622:sec:results:sent:4,enalapril,sacubitril_valsartan,"compared with, vs",,,,"{""comparative_terms"": [""compared with"", ""vs""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.8,results,POS,1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,0,missing_efficacy_endpoint
med:pmid:40397431,med:pmid:40397431:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.728707+00:00,2026-01-08 12:24:15,,,,
med:pmid:40397431,med:pmid:40397431:sec:introduction:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,introduction,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.728707+00:00,2026-01-08 12:24:15,,,,
med:pmid:40397431,med:pmid:40397431:sec:introduction:sent:8,enalapril,sacubitril_valsartan,compared with,,risk,,"{""comparative_terms"": [""compared with""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,,,,introduction,NEG,-1.0,lexicon_v1,2026-01-08T12:24:15.728707+00:00,2026-01-08 12:24:15,,,,
med:pmid:41126807,med:pmid:41126807:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41126807,med:pmid:41126807:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:41126807,med:pmid:41126807:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,results,POS,1.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,,
med:pmid:40689605,med:pmid:40689605:sec:conclusion:sent:6,enalapril,sacubitril_valsartan,,,risk,,"{""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""albeit with"", ""higher symptomatic""]}}","[""risk_terms"", ""risk_posture:acknowledgment""]",alternative,disfavored,favored,"[""preferred_over""]",safety,safety_acknowledgment,0.7,conclusion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,acknowledgment,0,safety_non_claim_context
med:pmid:40689605,med:pmid:40689605:sec:methods:sent:3,enalapril,sacubitril_valsartan,versus,,,"meta-analysis, randomized","{""comparative_terms"": [""versus""], ""study_context"": [""meta-analysis"", ""randomized""]}","[""comparative_terms"", ""study_context""]",,,,,,,,methods,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40660106,med:pmid:40660106:sec:discussion:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,discussion,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40755965,med:pmid:40755965:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,"meta-analysis, review, systematic review","{""study_context"": [""meta-analysis"", ""review"", ""systematic review""]}","[""study_context""]",,,,,,,,title,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
ppr:doi:10.21203/rs.3.rs-6768681/v1,ppr:doi:10.21203/rs.3.rs-6768681/v1:sec:results:sent:10,enalapril,sacubitril_valsartan,,combination,,cohort,"{""combination"": [""acei/arb/arni""], ""study_context"": [""cohort""]}","[""relationship:combination"", ""study_context""]",,,,,positioning,combination,0.85,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.760319+00:00,2026-01-08 12:24:15,,,1,
med:pmid:40542996,med:pmid:40542996:sec:results:sent:11,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni"", ""triple therapy""]}","[""relationship:combination""]",,,,,positioning,combination,0.85,results,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
med:pmid:40540017,med:pmid:40540017:sec:abstract:sent:8,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,abstract,NEU,0.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,,
med:pmid:40470816,med:pmid:40470816:sec:conclusion:sent:7,enalapril,sacubitril_valsartan,,combination,,real-world,"{""combination"": [""acei/arb/arni"", ""gdmt""], ""study_context"": [""real-world""], ""real_world_terms"": [""real-world""]}","[""relationship:combination"", ""study_context"", ""real_world_terms""]",,,,,positioning,combination,0.6499999999999999,conclusion,NEG,-1.0,lexicon_v1,2026-01-08T12:24:15.744624+00:00,2026-01-08 12:24:15,,,1,
