mention_id,doc_id,sentence_id,product_canonical,alias_matched,start_char,end_char,match_method
med:pmid:28292483:sec:title:sent:0:sacubitril_valsartan:26-46,med:pmid:28292483,med:pmid:28292483:sec:title:sent:0,sacubitril_valsartan,Sacubitril/Valsartan,26,46,regex
med:pmid:28292483:sec:introduction:sent:1:sacubitril_valsartan:83-103,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,sacubitril_valsartan,sacubitril/valsartan,83,103,regex
med:pmid:28292483:sec:introduction:sent:1:enalapril:122-131,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,enalapril,enalapril,122,131,regex
med:pmid:28292483:sec:introduction:sent:1:sacubitril_valsartan:248-268,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,sacubitril_valsartan,sacubitril/valsartan,248,268,regex
med:pmid:28292483:sec:introduction:sent:1:enalapril:283-292,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,enalapril,enalapril,283,292,regex
med:pmid:28292483:sec:introduction:sent:1:sacubitril_valsartan:390-410,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,sacubitril_valsartan,sacubitril/valsartan,390,410,regex
med:pmid:28292483:sec:introduction:sent:1:enalapril:415-424,med:pmid:28292483,med:pmid:28292483:sec:introduction:sent:1,enalapril,enalapril,415,424,regex
med:pmid:28292483:sec:results:sent:3:sacubitril_valsartan:68-88,med:pmid:28292483,med:pmid:28292483:sec:results:sent:3,sacubitril_valsartan,sacubitril/valsartan,68,88,regex
med:pmid:28292483:sec:results:sent:3:sacubitril_valsartan:154-174,med:pmid:28292483,med:pmid:28292483:sec:results:sent:3,sacubitril_valsartan,sacubitril/valsartan,154,174,regex
med:pmid:28292483:sec:results:sent:4:sacubitril_valsartan:93-113,med:pmid:28292483,med:pmid:28292483:sec:results:sent:4,sacubitril_valsartan,sacubitril/valsartan,93,113,regex
med:pmid:28292483:sec:results:sent:4:sacubitril_valsartan:143-163,med:pmid:28292483,med:pmid:28292483:sec:results:sent:4,sacubitril_valsartan,sacubitril/valsartan,143,163,regex
med:pmid:28292483:sec:conclusion:sent:5:sacubitril_valsartan:0-20,med:pmid:28292483,med:pmid:28292483:sec:conclusion:sent:5,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:28292483:sec:conclusion:sent:5:sacubitril_valsartan:197-217,med:pmid:28292483,med:pmid:28292483:sec:conclusion:sent:5,sacubitril_valsartan,Sacubitril/valsartan,197,217,regex
med:pmid:28292483:sec:conclusion:sent:6:enalapril:25-34,med:pmid:28292483,med:pmid:28292483:sec:conclusion:sent:6,enalapril,enalapril,25,34,regex
med:pmid:28292483:sec:conclusion:sent:6:sacubitril_valsartan:54-74,med:pmid:28292483,med:pmid:28292483:sec:conclusion:sent:6,sacubitril_valsartan,sacubitril/valsartan,54,74,regex
med:pmid:28068517:sec:abstract:sent:6:enalapril:86-95,med:pmid:28068517,med:pmid:28068517:sec:abstract:sent:6,enalapril,enalapril,86,95,regex
med:pmid:28068517:sec:abstract:sent:7:enalapril:56-65,med:pmid:28068517,med:pmid:28068517:sec:abstract:sent:7,enalapril,enalapril,56,65,regex
med:pmid:28068517:sec:abstract:sent:7:enalapril:98-107,med:pmid:28068517,med:pmid:28068517:sec:abstract:sent:7,enalapril,enalapril,98,107,regex
med:pmid:28068517:sec:abstract:sent:10:enalapril:19-28,med:pmid:28068517,med:pmid:28068517:sec:abstract:sent:10,enalapril,enalapril,19,28,regex
med:pmid:28068517:sec:abstract:sent:10:enalapril:19-36,med:pmid:28068517,med:pmid:28068517:sec:abstract:sent:10,enalapril,enalapril maleate,19,36,regex
med:pmid:28043809:sec:title:sent:0:enalapril:34-43,med:pmid:28043809,med:pmid:28043809:sec:title:sent:0,enalapril,Enalapril,34,43,regex
med:pmid:28043809:sec:introduction:sent:1:enalapril:90-99,med:pmid:28043809,med:pmid:28043809:sec:introduction:sent:1,enalapril,Enalapril,90,99,regex
med:pmid:28043809:sec:introduction:sent:2:enalapril:66-75,med:pmid:28043809,med:pmid:28043809:sec:introduction:sent:2,enalapril,Enalapril,66,75,regex
med:pmid:28043809:sec:results:sent:5:enalapril:295-304,med:pmid:28043809,med:pmid:28043809:sec:results:sent:5,enalapril,Enalapril,295,304,regex
med:pmid:28043809:sec:results:sent:6:enalapril:66-75,med:pmid:28043809,med:pmid:28043809:sec:results:sent:6,enalapril,Enalapril,66,75,regex
med:pmid:28043809:sec:conclusion:sent:8:enalapril:42-51,med:pmid:28043809,med:pmid:28043809:sec:conclusion:sent:8,enalapril,Enalapril,42,51,regex
med:pmid:28043809:sec:conclusion:sent:8:enalapril:202-211,med:pmid:28043809,med:pmid:28043809:sec:conclusion:sent:8,enalapril,Enalapril,202,211,regex
med:pmid:28043809:sec:conclusion:sent:8:enalapril:361-370,med:pmid:28043809,med:pmid:28043809:sec:conclusion:sent:8,enalapril,Enalapril,361,370,regex
med:pmid:28041700:sec:title:sent:0:enalapril:106-115,med:pmid:28041700,med:pmid:28041700:sec:title:sent:0,enalapril,enalapril,106,115,regex
med:pmid:28041700:sec:methods:sent:2:enalapril:51-60,med:pmid:28041700,med:pmid:28041700:sec:methods:sent:2,enalapril,enalapril,51,60,regex
med:pmid:28041700:sec:methods:sent:4:enalapril:38-47,med:pmid:28041700,med:pmid:28041700:sec:methods:sent:4,enalapril,enalapril,38,47,regex
med:pmid:28041700:sec:results:sent:6:enalapril:341-350,med:pmid:28041700,med:pmid:28041700:sec:results:sent:6,enalapril,enalapril,341,350,regex
med:pmid:27995498:sec:title:sent:0:enalapril:0-14,med:pmid:27995498,med:pmid:27995498:sec:title:sent:0,enalapril,ACE inhibitors,0,14,regex
med:pmid:27974807:sec:title:sent:0:sacubitril_valsartan:51-56,med:pmid:27974807,med:pmid:27974807:sec:title:sent:0,sacubitril_valsartan,ARNIs,51,56,regex
med:pmid:27974807:sec:abstract:sent:2:sacubitril_valsartan:30-38,med:pmid:27974807,med:pmid:27974807:sec:abstract:sent:2,sacubitril_valsartan,Entresto,30,38,regex
med:pmid:27974807:sec:abstract:sent:2:sacubitril_valsartan:62-66,med:pmid:27974807,med:pmid:27974807:sec:abstract:sent:2,sacubitril_valsartan,ARNI,62,66,regex
med:pmid:27974807:sec:abstract:sent:4:enalapril:93-102,med:pmid:27974807,med:pmid:27974807:sec:abstract:sent:4,enalapril,enalapril,93,102,regex
med:pmid:27915452:sec:title:sent:0:enalapril:8-17,med:pmid:27915452,med:pmid:27915452:sec:title:sent:0,enalapril,enalapril,8,17,regex
med:pmid:27915452:sec:abstract:sent:3:enalapril:69-73,med:pmid:27915452,med:pmid:27915452:sec:abstract:sent:3,enalapril,ACEi,69,73,regex
med:pmid:27915452:sec:abstract:sent:4:enalapril:95-99,med:pmid:27915452,med:pmid:27915452:sec:abstract:sent:4,enalapril,ACEi,95,99,regex
med:pmid:27915452:sec:abstract:sent:5:enalapril:126-135,med:pmid:27915452,med:pmid:27915452:sec:abstract:sent:5,enalapril,enalapril,126,135,regex
med:pmid:27915452:sec:abstract:sent:12:enalapril:38-47,med:pmid:27915452,med:pmid:27915452:sec:abstract:sent:12,enalapril,enalapril,38,47,regex
med:pmid:27915452:sec:abstract:sent:14:enalapril:28-37,med:pmid:27915452,med:pmid:27915452:sec:abstract:sent:14,enalapril,enalapril,28,37,regex
med:pmid:27892684:sec:title:sent:0:sacubitril_valsartan:0-41,med:pmid:27892684,med:pmid:27892684:sec:title:sent:0,sacubitril_valsartan,Angiotensin receptor neprilysin inhibitor,0,41,regex
med:pmid:27892684:sec:abstract:sent:4:sacubitril_valsartan:0-42,med:pmid:27892684,med:pmid:27892684:sec:abstract:sent:4,sacubitril_valsartan,Angiotensin receptor neprilysin inhibitors,0,42,regex
med:pmid:27846743:sec:methods:sent:4:enalapril:43-52,med:pmid:27846743,med:pmid:27846743:sec:methods:sent:4,enalapril,enalapril,43,52,regex
med:pmid:27846743:sec:methods:sent:4:enalapril:54-67,med:pmid:27846743,med:pmid:27846743:sec:methods:sent:4,enalapril,ACE inhibitor,54,67,regex
med:pmid:27846743:sec:results:sent:5:enalapril:168-177,med:pmid:27846743,med:pmid:27846743:sec:results:sent:5,enalapril,enalapril,168,177,regex
med:pmid:27838930:sec:abstract:sent:1:enalapril:129-138,med:pmid:27838930,med:pmid:27838930:sec:abstract:sent:1,enalapril,enalapril,129,138,regex
med:pmid:27773450:sec:introduction:sent:1:enalapril:48-53,med:pmid:27773450,med:pmid:27773450:sec:introduction:sent:1,enalapril,ACEis,48,53,regex
med:pmid:27773450:sec:methods:sent:2:enalapril:29-34,med:pmid:27773450,med:pmid:27773450:sec:methods:sent:2,enalapril,ACEis,29,34,regex
med:pmid:27773450:sec:methods:sent:2:enalapril:397-401,med:pmid:27773450,med:pmid:27773450:sec:methods:sent:2,enalapril,ACEi,397,401,regex
med:pmid:27773450:sec:results:sent:4:enalapril:0-4,med:pmid:27773450,med:pmid:27773450:sec:results:sent:4,enalapril,ACEi,0,4,regex
med:pmid:27696692:sec:title:sent:0:enalapril:105-114,med:pmid:27696692,med:pmid:27696692:sec:title:sent:0,enalapril,Enalapril,105,114,regex
med:pmid:27696692:sec:abstract:sent:2:enalapril:42-46,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:2,enalapril,ACEi,42,46,regex
med:pmid:27696692:sec:abstract:sent:2:enalapril:137-141,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:2,enalapril,ACEi,137,141,regex
med:pmid:27696692:sec:abstract:sent:3:enalapril:169-173,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:3,enalapril,ACEi,169,173,regex
med:pmid:27696692:sec:abstract:sent:3:enalapril:262-271,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:3,enalapril,enalapril,262,271,regex
med:pmid:27696692:sec:abstract:sent:4:enalapril:76-85,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:4,enalapril,enalapril,76,85,regex
med:pmid:27696692:sec:abstract:sent:9:enalapril:83-87,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:9,enalapril,ACEi,83,87,regex
med:pmid:27696692:sec:abstract:sent:9:enalapril:137-146,med:pmid:27696692,med:pmid:27696692:sec:abstract:sent:9,enalapril,enalapril,137,146,regex
med:pmid:27678299:sec:results:sent:6:enalapril:77-116,med:pmid:27678299,med:pmid:27678299:sec:results:sent:6,enalapril,angiotensin converting enzyme inhibitor,77,116,regex
med:pmid:27678299:sec:conclusion:sent:7:enalapril:215-254,med:pmid:27678299,med:pmid:27678299:sec:conclusion:sent:7,enalapril,angiotensin converting enzyme inhibitor,215,254,regex
med:pmid:27422212:sec:introduction:sent:1:enalapril:114-154,med:pmid:27422212,med:pmid:27422212:sec:introduction:sent:1,enalapril,angiotensin converting enzyme inhibitors,114,154,regex
med:pmid:27422212:sec:introduction:sent:1:enalapril:156-160,med:pmid:27422212,med:pmid:27422212:sec:introduction:sent:1,enalapril,ACEi,156,160,regex
med:pmid:27422212:sec:introduction:sent:1:enalapril:627-631,med:pmid:27422212,med:pmid:27422212:sec:introduction:sent:1,enalapril,ACEi,627,631,regex
med:pmid:27147280:sec:title:sent:0:enalapril:0-40,med:pmid:27147280,med:pmid:27147280:sec:title:sent:0,enalapril,Angiotensin converting enzyme inhibitors,0,40,regex
med:pmid:27147280:sec:abstract:sent:1:enalapril:0-40,med:pmid:27147280,med:pmid:27147280:sec:abstract:sent:1,enalapril,Angiotensin converting enzyme inhibitors,0,40,regex
med:pmid:27147280:sec:abstract:sent:1:enalapril:42-46,med:pmid:27147280,med:pmid:27147280:sec:abstract:sent:1,enalapril,ACEI,42,46,regex
med:pmid:27147280:sec:abstract:sent:2:enalapril:39-43,med:pmid:27147280,med:pmid:27147280:sec:abstract:sent:2,enalapril,ACEI,39,43,regex
med:pmid:26939870:sec:conclusion:sent:6:enalapril:553-566,med:pmid:26939870,med:pmid:26939870:sec:conclusion:sent:6,enalapril,ACE inhibitor,553,566,regex
med:pmid:28357099:sec:abstract:sent:8:enalapril:103-112,med:pmid:28357099,med:pmid:28357099:sec:abstract:sent:8,enalapril,enalapril,103,112,regex
